group_expense_id,user_id,date,year,month,expense_name,total_amount,user_share,participants_count,weight,paid_status,payer
GRP00194,U002,2021-02-20,2021,2,House Groceries Split,3559.72,1146.15,3,0.96,Paid,U003
GRP00194,U003,2021-02-20,2021,2,House Groceries Split,3559.72,1400.47,3,1.17,Pending,U002
GRP00194,U001,2021-02-20,2021,2,House Groceries Split,3559.72,1013.11,3,0.84,Paid,U001
GRP00195,U002,2021-03-02,2021,3,House Groceries Split,4605.16,1593.07,3,1.2,Paid,U001
GRP00195,U004,2021-03-02,2021,3,House Groceries Split,4605.16,1516.93,3,1.14,Pending,U001
GRP00195,U001,2021-03-02,2021,3,House Groceries Split,4605.16,1495.15,3,1.12,Paid,U002
GRP00196,U002,2021-03-06,2021,3,House Groceries Split,3267.15,1222.65,3,1.16,Pending,U001
GRP00196,U001,2021-03-06,2021,3,House Groceries Split,3267.15,1043.28,3,0.99,Paid,U002
GRP00196,U004,2021-03-06,2021,3,House Groceries Split,3267.15,1001.22,3,0.95,Paid,U001
GRP00197,U002,2021-03-22,2021,3,Roommates Dinner,1600.35,485.89,3,0.89,Paid,U003
GRP00197,U001,2021-03-22,2021,3,Roommates Dinner,1600.35,568.35,3,1.04,Paid,U001
GRP00197,U003,2021-03-22,2021,3,Roommates Dinner,1600.35,546.1,3,1.0,Paid,U003
GRP00198,U002,2021-04-04,2021,4,Weekend Movie,1456.29,327.51,4,0.95,Paid,U005
GRP00198,U005,2021-04-04,2021,4,Weekend Movie,1456.29,380.72,4,1.11,Paid,U001
GRP00198,U003,2021-04-04,2021,4,Weekend Movie,1456.29,390.07,4,1.14,Paid,U001
GRP00198,U001,2021-04-04,2021,4,Weekend Movie,1456.29,357.99,4,1.04,Pending,U002
GRP00199,U002,2021-04-18,2021,4,Weekend Movie,2317.94,562.24,4,0.98,Paid,U002
GRP00199,U003,2021-04-18,2021,4,Weekend Movie,2317.94,681.52,4,1.19,Paid,U003
GRP00199,U004,2021-04-18,2021,4,Weekend Movie,2317.94,501.59,4,0.88,Pending,U004
GRP00199,U005,2021-04-18,2021,4,Weekend Movie,2317.94,572.6,4,1.0,Paid,U002
GRP00200,U002,2021-04-24,2021,4,Concert Tickets,4912.84,1839.87,3,1.19,Paid,U001
GRP00200,U001,2021-04-24,2021,4,Concert Tickets,4912.84,1622.52,3,1.05,Paid,U005
GRP00200,U005,2021-04-24,2021,4,Concert Tickets,4912.84,1450.45,3,0.94,Pending,U001
GRP00201,U002,2021-04-30,2021,4,Weekend Movie,1493.67,352.46,4,0.92,Pending,U002
GRP00201,U003,2021-04-30,2021,4,Weekend Movie,1493.67,411.53,4,1.08,Paid,U003
GRP00201,U004,2021-04-30,2021,4,Weekend Movie,1493.67,372.54,4,0.97,Paid,U003
GRP00201,U005,2021-04-30,2021,4,Weekend Movie,1493.67,357.13,4,0.93,Paid,U003
GRP00202,U002,2021-05-01,2021,5,Roommates Dinner,3098.37,1022.83,3,0.95,Pending,U002
GRP00202,U001,2021-05-01,2021,5,Roommates Dinner,3098.37,889.53,3,0.83,Paid,U002
GRP00202,U003,2021-05-01,2021,5,Roommates Dinner,3098.37,1186.01,3,1.1,Pending,U003
GRP00203,U002,2021-05-13,2021,5,Vacation Package,48232.04,12260.52,4,1.01,Paid,U003
GRP00203,U005,2021-05-13,2021,5,Vacation Package,48232.04,11154.06,4,0.92,Pending,U004
GRP00203,U003,2021-05-13,2021,5,Vacation Package,48232.04,14337.51,4,1.19,Paid,U003
GRP00203,U004,2021-05-13,2021,5,Vacation Package,48232.04,10479.95,4,0.87,Paid,U005
GRP00204,U002,2021-06-13,2021,6,House Groceries Split,2284.95,796.69,3,1.11,Paid,U001
GRP00204,U004,2021-06-13,2021,6,House Groceries Split,2284.95,814.07,3,1.13,Pending,U001
GRP00204,U001,2021-06-13,2021,6,House Groceries Split,2284.95,674.19,3,0.94,Paid,U004
GRP00205,U002,2021-06-18,2021,6,Concert Tickets,3268.68,1164.7,3,1.18,Paid,U005
GRP00205,U003,2021-06-18,2021,6,Concert Tickets,3268.68,980.56,3,0.99,Pending,U005
GRP00205,U005,2021-06-18,2021,6,Concert Tickets,3268.68,1123.42,3,1.14,Paid,U003
GRP00206,U002,2021-07-02,2021,7,Office Team Lunch,4980.95,1161.15,5,1.09,Paid,U005
GRP00206,U004,2021-07-02,2021,7,Office Team Lunch,4980.95,974.15,5,0.92,Paid,U005
GRP00206,U003,2021-07-02,2021,7,Office Team Lunch,4980.95,951.52,5,0.9,Paid,U001
GRP00206,U005,2021-07-02,2021,7,Office Team Lunch,4980.95,930.83,5,0.88,Paid,U002
GRP00206,U001,2021-07-02,2021,7,Office Team Lunch,4980.95,963.3,5,0.91,Paid,U001
GRP00207,U002,2021-07-12,2021,7,Office Team Lunch,3072.5,617.0,5,1.07,Paid,U005
GRP00207,U004,2021-07-12,2021,7,Office Team Lunch,3072.5,576.6,5,1.0,Pending,U003
GRP00207,U005,2021-07-12,2021,7,Office Team Lunch,3072.5,581.12,5,1.0,Pending,U001
GRP00207,U003,2021-07-12,2021,7,Office Team Lunch,3072.5,671.45,5,1.16,Pending,U001
GRP00207,U001,2021-07-12,2021,7,Office Team Lunch,3072.5,626.33,5,1.08,Paid,U005
GRP00208,U002,2021-07-17,2021,7,Trip to Goa,32851.32,7553.27,4,0.97,Pending,U002
GRP00208,U003,2021-07-17,2021,7,Trip to Goa,32851.32,8894.3,4,1.14,Pending,U005
GRP00208,U005,2021-07-17,2021,7,Trip to Goa,32851.32,7528.05,4,0.96,Pending,U003
GRP00208,U004,2021-07-17,2021,7,Trip to Goa,32851.32,8875.71,4,1.14,Paid,U005
GRP00209,U002,2021-08-08,2021,8,Birthday Party,5745.16,1283.16,5,1.14,Paid,U002
GRP00209,U004,2021-08-08,2021,8,Birthday Party,5745.16,1038.02,5,0.92,Paid,U003
GRP00209,U001,2021-08-08,2021,8,Birthday Party,5745.16,1113.52,5,0.99,Pending,U002
GRP00209,U003,2021-08-08,2021,8,Birthday Party,5745.16,1341.38,5,1.19,Paid,U003
GRP00209,U005,2021-08-08,2021,8,Birthday Party,5745.16,969.08,5,0.86,Paid,U005
GRP00210,U002,2021-08-15,2021,8,Birthday Party,5908.45,1303.62,5,1.08,Paid,U001
GRP00210,U004,2021-08-15,2021,8,Birthday Party,5908.45,1052.54,5,0.87,Paid,U004
GRP00210,U003,2021-08-15,2021,8,Birthday Party,5908.45,1306.88,5,1.08,Pending,U003
GRP00210,U005,2021-08-15,2021,8,Birthday Party,5908.45,1242.03,5,1.03,Pending,U001
GRP00210,U001,2021-08-15,2021,8,Birthday Party,5908.45,1003.39,5,0.83,Paid,U001
GRP00211,U002,2021-08-23,2021,8,House Groceries Split,4517.84,1458.29,3,1.05,Paid,U004
GRP00211,U003,2021-08-23,2021,8,House Groceries Split,4517.84,1471.68,3,1.06,Pending,U003
GRP00211,U004,2021-08-23,2021,8,House Groceries Split,4517.84,1587.87,3,1.14,Paid,U002
GRP00212,U002,2021-09-28,2021,9,Shared Uber,726.83,336.7,2,0.8,Paid,U004
GRP00212,U004,2021-09-28,2021,9,Shared Uber,726.83,390.14,2,0.93,Paid,U002
GRP00213,U002,2021-10-02,2021,10,Shared Uber,445.29,198.93,2,0.89,Paid,U001
GRP00213,U001,2021-10-02,2021,10,Shared Uber,445.29,246.36,2,1.1,Paid,U001
GRP00214,U002,2021-10-17,2021,10,Vacation Package,43048.81,11315.52,4,1.18,Pending,U005
GRP00214,U003,2021-10-17,2021,10,Vacation Package,43048.81,11484.53,4,1.2,Paid,U003
GRP00214,U004,2021-10-17,2021,10,Vacation Package,43048.81,9951.45,4,1.04,Pending,U002
GRP00214,U005,2021-10-17,2021,10,Vacation Package,43048.81,10297.31,4,1.07,Pending,U005
GRP00215,U002,2021-11-14,2021,11,Vacation Package,42558.28,11597.25,4,1.08,Paid,U003
GRP00215,U001,2021-11-14,2021,11,Vacation Package,42558.28,10246.24,4,0.96,Paid,U005
GRP00215,U003,2021-11-14,2021,11,Vacation Package,42558.28,10915.09,4,1.02,Paid,U005
GRP00215,U005,2021-11-14,2021,11,Vacation Package,42558.28,9799.7,4,0.92,Paid,U001
GRP00216,U002,2021-11-22,2021,11,Weekend Movie,2073.5,541.19,4,1.14,Paid,U005
GRP00216,U005,2021-11-22,2021,11,Weekend Movie,2073.5,505.56,4,1.06,Paid,U002
GRP00216,U003,2021-11-22,2021,11,Weekend Movie,2073.5,563.88,4,1.18,Paid,U004
GRP00216,U004,2021-11-22,2021,11,Weekend Movie,2073.5,462.87,4,0.97,Paid,U004
GRP00217,U002,2021-11-25,2021,11,Roommates Dinner,2576.94,966.36,3,1.1,Paid,U002
GRP00217,U004,2021-11-25,2021,11,Roommates Dinner,2576.94,786.21,3,0.9,Pending,U003
GRP00217,U003,2021-11-25,2021,11,Roommates Dinner,2576.94,824.36,3,0.94,Paid,U002
GRP00218,U002,2021-12-25,2021,12,Vacation Package,31684.5,7009.14,4,0.88,Paid,U005
GRP00218,U003,2021-12-25,2021,12,Vacation Package,31684.5,8769.56,4,1.09,Pending,U005
GRP00218,U005,2021-12-25,2021,12,Vacation Package,31684.5,8796.22,4,1.1,Paid,U002
GRP00218,U001,2021-12-25,2021,12,Vacation Package,31684.5,7109.58,4,0.89,Paid,U001
GRP00219,U002,2022-01-16,2022,1,Birthday Party,5923.06,1245.24,5,1.09,Paid,U001
GRP00219,U003,2022-01-16,2022,1,Birthday Party,5923.06,927.03,5,0.81,Pending,U001
GRP00219,U001,2022-01-16,2022,1,Birthday Party,5923.06,1286.48,5,1.13,Pending,U004
GRP00219,U005,2022-01-16,2022,1,Birthday Party,5923.06,1241.11,5,1.09,Pending,U004
GRP00219,U004,2022-01-16,2022,1,Birthday Party,5923.06,1223.19,5,1.07,Paid,U001
GRP00220,U002,2022-01-21,2022,1,Shared Uber,405.17,236.17,2,1.18,Paid,U002
GRP00220,U005,2022-01-21,2022,1,Shared Uber,405.17,169.0,2,0.85,Paid,U002
GRP00221,U002,2022-01-28,2022,1,Trip to Goa,32577.78,7007.93,4,0.92,Paid,U002
GRP00221,U005,2022-01-28,2022,1,Trip to Goa,32577.78,8215.51,4,1.08,Pending,U005
GRP00221,U004,2022-01-28,2022,1,Trip to Goa,32577.78,9096.82,4,1.19,Pending,U002
GRP00221,U001,2022-01-28,2022,1,Trip to Goa,32577.78,8257.52,4,1.08,Paid,U001
GRP00222,U002,2022-01-29,2022,1,Weekend Movie,2079.46,500.0,4,1.0,Pending,U005
GRP00222,U005,2022-01-29,2022,1,Weekend Movie,2079.46,589.99,4,1.18,Paid,U005
GRP00222,U004,2022-01-29,2022,1,Weekend Movie,2079.46,469.58,4,0.94,Pending,U003
GRP00222,U003,2022-01-29,2022,1,Weekend Movie,2079.46,519.88,4,1.04,Pending,U004
GRP00223,U002,2022-02-19,2022,2,Birthday Party,4892.53,950.46,5,0.98,Pending,U001
GRP00223,U004,2022-02-19,2022,2,Birthday Party,4892.53,1121.02,5,1.16,Paid,U005
GRP00223,U003,2022-02-19,2022,2,Birthday Party,4892.53,920.84,5,0.95,Pending,U004
GRP00223,U001,2022-02-19,2022,2,Birthday Party,4892.53,786.4,5,0.81,Paid,U002
GRP00223,U005,2022-02-19,2022,2,Birthday Party,4892.53,1113.81,5,1.15,Paid,U003
GRP00224,U002,2022-03-19,2022,3,House Groceries Split,3694.69,1153.12,3,1.04,Pending,U002
GRP00224,U004,2022-03-19,2022,3,House Groceries Split,3694.69,1251.27,3,1.13,Paid,U004
GRP00224,U005,2022-03-19,2022,3,House Groceries Split,3694.69,1290.3,3,1.16,Paid,U002
GRP00225,U002,2022-03-27,2022,3,Weekend Movie,1550.04,358.86,4,1.0,Paid,U005
GRP00225,U003,2022-03-27,2022,3,Weekend Movie,1550.04,426.1,4,1.19,Pending,U005
GRP00225,U005,2022-03-27,2022,3,Weekend Movie,1550.04,338.19,4,0.95,Paid,U005
GRP00225,U001,2022-03-27,2022,3,Weekend Movie,1550.04,426.9,4,1.19,Paid,U001
GRP00226,U002,2022-04-02,2022,4,Trip to Goa,15290.63,3935.74,4,1.03,Paid,U002
GRP00226,U004,2022-04-02,2022,4,Trip to Goa,15290.63,3608.12,4,0.94,Pending,U002
GRP00226,U003,2022-04-02,2022,4,Trip to Goa,15290.63,3683.24,4,0.96,Paid,U003
GRP00226,U001,2022-04-02,2022,4,Trip to Goa,15290.63,4063.53,4,1.06,Paid,U004
GRP00227,U002,2022-04-15,2022,4,Trip to Goa,29501.35,8339.01,4,1.13,Paid,U001
GRP00227,U004,2022-04-15,2022,4,Trip to Goa,29501.35,6065.85,4,0.82,Paid,U003
GRP00227,U001,2022-04-15,2022,4,Trip to Goa,29501.35,8877.92,4,1.2,Paid,U002
GRP00227,U003,2022-04-15,2022,4,Trip to Goa,29501.35,6218.57,4,0.84,Paid,U002
GRP00228,U002,2022-04-17,2022,4,Weekend Movie,2194.37,578.84,4,1.14,Paid,U004
GRP00228,U001,2022-04-17,2022,4,Weekend Movie,2194.37,511.1,4,1.01,Paid,U002
GRP00228,U004,2022-04-17,2022,4,Weekend Movie,2194.37,511.02,4,1.01,Paid,U005
GRP00228,U005,2022-04-17,2022,4,Weekend Movie,2194.37,593.42,4,1.17,Paid,U004
GRP00229,U002,2022-04-29,2022,4,House Groceries Split,2685.33,860.65,3,1.02,Pending,U003
GRP00229,U003,2022-04-29,2022,4,House Groceries Split,2685.33,1009.14,3,1.19,Paid,U002
GRP00229,U004,2022-04-29,2022,4,House Groceries Split,2685.33,815.54,3,0.96,Paid,U003
GRP00230,U002,2022-05-07,2022,5,Office Team Lunch,4246.34,861.17,5,1.05,Pending,U004
GRP00230,U005,2022-05-07,2022,5,Office Team Lunch,4246.34,708.81,5,0.86,Paid,U001
GRP00230,U003,2022-05-07,2022,5,Office Team Lunch,4246.34,915.49,5,1.11,Paid,U002
GRP00230,U004,2022-05-07,2022,5,Office Team Lunch,4246.34,866.6,5,1.06,Pending,U001
GRP00230,U001,2022-05-07,2022,5,Office Team Lunch,4246.34,894.27,5,1.09,Pending,U002
GRP00231,U002,2022-05-08,2022,5,Weekend Movie,2028.69,453.5,4,0.9,Pending,U001
GRP00231,U001,2022-05-08,2022,5,Weekend Movie,2028.69,590.55,4,1.18,Pending,U003
GRP00231,U005,2022-05-08,2022,5,Weekend Movie,2028.69,549.02,4,1.09,Pending,U001
GRP00231,U003,2022-05-08,2022,5,Weekend Movie,2028.69,435.63,4,0.87,Pending,U003
GRP00232,U002,2022-05-13,2022,5,Shared Uber,475.3,244.06,2,1.05,Paid,U002
GRP00232,U004,2022-05-13,2022,5,Shared Uber,475.3,231.24,2,0.99,Paid,U002
GRP00233,U002,2022-05-15,2022,5,Concert Tickets,5661.35,1597.19,3,0.84,Pending,U004
GRP00233,U004,2022-05-15,2022,5,Concert Tickets,5661.35,2168.83,3,1.15,Paid,U004
GRP00233,U005,2022-05-15,2022,5,Concert Tickets,5661.35,1895.33,3,1.0,Pending,U004
GRP00234,U002,2022-05-28,2022,5,Shared Uber,350.18,157.05,2,0.9,Pending,U004
GRP00234,U004,2022-05-28,2022,5,Shared Uber,350.18,193.13,2,1.1,Paid,U002
GRP00235,U002,2022-05-29,2022,5,House Groceries Split,4481.34,1362.5,3,0.98,Paid,U002
GRP00235,U005,2022-05-29,2022,5,House Groceries Split,4481.34,1640.1,3,1.18,Paid,U005
GRP00235,U001,2022-05-29,2022,5,House Groceries Split,4481.34,1478.75,3,1.06,Paid,U005
GRP00236,U002,2022-05-30,2022,5,Trip to Goa,29112.92,7290.03,4,0.94,Paid,U003
GRP00236,U003,2022-05-30,2022,5,Trip to Goa,29112.92,6676.23,4,0.86,Paid,U003
GRP00236,U004,2022-05-30,2022,5,Trip to Goa,29112.92,7811.94,4,1.01,Paid,U001
GRP00236,U001,2022-05-30,2022,5,Trip to Goa,29112.92,7334.72,4,0.95,Pending,U001
GRP00237,U002,2022-07-09,2022,7,Trip to Goa,33495.64,9068.94,4,1.05,Pending,U004
GRP00237,U004,2022-07-09,2022,7,Trip to Goa,33495.64,7087.1,4,0.82,Pending,U003
GRP00237,U003,2022-07-09,2022,7,Trip to Goa,33495.64,9699.95,4,1.12,Paid,U001
GRP00237,U001,2022-07-09,2022,7,Trip to Goa,33495.64,7639.66,4,0.88,Paid,U004
GRP00238,U002,2022-08-08,2022,8,Weekend Movie,1779.52,391.27,4,0.85,Pending,U004
GRP00238,U001,2022-08-08,2022,8,Weekend Movie,1779.52,395.46,4,0.86,Pending,U003
GRP00238,U004,2022-08-08,2022,8,Weekend Movie,1779.52,524.12,4,1.13,Pending,U001
GRP00238,U003,2022-08-08,2022,8,Weekend Movie,1779.52,468.67,4,1.01,Paid,U003
GRP00239,U002,2022-08-10,2022,8,Office Team Lunch,3129.47,749.03,5,1.15,Pending,U001
GRP00239,U004,2022-08-10,2022,8,Office Team Lunch,3129.47,553.78,5,0.85,Paid,U004
GRP00239,U001,2022-08-10,2022,8,Office Team Lunch,3129.47,625.27,5,0.96,Pending,U003
GRP00239,U003,2022-08-10,2022,8,Office Team Lunch,3129.47,655.34,5,1.01,Paid,U001
GRP00239,U005,2022-08-10,2022,8,Office Team Lunch,3129.47,546.06,5,0.84,Paid,U002
GRP00240,U002,2022-08-21,2022,8,Trip to Goa,28002.8,6547.05,4,1.0,Pending,U004
GRP00240,U003,2022-08-21,2022,8,Trip to Goa,28002.8,7371.49,4,1.12,Pending,U004
GRP00240,U004,2022-08-21,2022,8,Trip to Goa,28002.8,6770.02,4,1.03,Paid,U005
GRP00240,U005,2022-08-21,2022,8,Trip to Goa,28002.8,7314.24,4,1.12,Paid,U003
GRP00241,U002,2022-08-25,2022,8,Concert Tickets,4399.55,1394.73,3,1.08,Paid,U002
GRP00241,U005,2022-08-25,2022,8,Concert Tickets,4399.55,1470.77,3,1.14,Paid,U002
GRP00241,U003,2022-08-25,2022,8,Concert Tickets,4399.55,1534.05,3,1.19,Paid,U002
GRP00242,U002,2022-08-30,2022,8,Trip to Goa,23403.11,5711.91,4,0.92,Paid,U005
GRP00242,U003,2022-08-30,2022,8,Trip to Goa,23403.11,6403.24,4,1.03,Paid,U005
GRP00242,U001,2022-08-30,2022,8,Trip to Goa,23403.11,5266.47,4,0.85,Paid,U002
GRP00242,U005,2022-08-30,2022,8,Trip to Goa,23403.11,6021.49,4,0.97,Pending,U003
GRP00243,U002,2022-09-19,2022,9,House Groceries Split,4590.13,1732.02,3,1.17,Paid,U001
GRP00243,U004,2022-09-19,2022,9,House Groceries Split,4590.13,1430.59,3,0.96,Paid,U004
GRP00243,U001,2022-09-19,2022,9,House Groceries Split,4590.13,1427.52,3,0.96,Paid,U004
GRP00244,U002,2022-09-30,2022,9,Roommates Dinner,1507.57,609.26,3,1.18,Paid,U001
GRP00244,U005,2022-09-30,2022,9,Roommates Dinner,1507.57,481.28,3,0.93,Paid,U005
GRP00244,U001,2022-09-30,2022,9,Roommates Dinner,1507.57,417.03,3,0.81,Pending,U005
GRP00245,U002,2022-10-22,2022,10,Roommates Dinner,3024.62,919.88,3,0.89,Paid,U002
GRP00245,U001,2022-10-22,2022,10,Roommates Dinner,3024.62,911.62,3,0.88,Pending,U002
GRP00245,U003,2022-10-22,2022,10,Roommates Dinner,3024.62,1193.11,3,1.15,Paid,U002
GRP00246,U002,2022-10-27,2022,10,Concert Tickets,3605.18,1152.51,3,0.93,Paid,U002
GRP00246,U004,2022-10-27,2022,10,Concert Tickets,3605.18,1257.49,3,1.01,Pending,U002
GRP00246,U001,2022-10-27,2022,10,Concert Tickets,3605.18,1195.19,3,0.96,Paid,U002
GRP00247,U002,2022-11-04,2022,11,Weekend Movie,2103.87,616.74,4,1.17,Paid,U002
GRP00247,U003,2022-11-04,2022,11,Weekend Movie,2103.87,459.25,4,0.87,Paid,U004
GRP00247,U004,2022-11-04,2022,11,Weekend Movie,2103.87,437.06,4,0.83,Paid,U004
GRP00247,U005,2022-11-04,2022,11,Weekend Movie,2103.87,590.82,4,1.12,Paid,U004
GRP00248,U002,2022-11-19,2022,11,Roommates Dinner,3850.02,1318.61,3,1.06,Paid,U004
GRP00248,U005,2022-11-19,2022,11,Roommates Dinner,3850.02,1319.59,3,1.07,Pending,U002
GRP00248,U004,2022-11-19,2022,11,Roommates Dinner,3850.02,1211.82,3,0.98,Paid,U004
GRP00249,U002,2022-11-24,2022,11,Weekend Movie,2302.97,663.03,4,1.17,Pending,U002
GRP00249,U003,2022-11-24,2022,11,Weekend Movie,2302.97,468.69,4,0.83,Paid,U001
GRP00249,U001,2022-11-24,2022,11,Weekend Movie,2302.97,640.28,4,1.13,Pending,U002
GRP00249,U004,2022-11-24,2022,11,Weekend Movie,2302.97,530.97,4,0.94,Paid,U001
GRP00250,U002,2022-11-25,2022,11,Office Team Lunch,4842.76,1032.76,5,0.94,Paid,U005
GRP00250,U004,2022-11-25,2022,11,Office Team Lunch,4842.76,933.95,5,0.85,Paid,U002
GRP00250,U003,2022-11-25,2022,11,Office Team Lunch,4842.76,890.23,5,0.81,Paid,U002
GRP00250,U005,2022-11-25,2022,11,Office Team Lunch,4842.76,1012.66,5,0.92,Paid,U002
GRP00250,U001,2022-11-25,2022,11,Office Team Lunch,4842.76,973.16,5,0.88,Pending,U005
GRP00251,U002,2022-12-02,2022,12,Birthday Party,4020.81,713.44,5,0.82,Paid,U003
GRP00251,U003,2022-12-02,2022,12,Birthday Party,4020.81,711.59,5,0.81,Paid,U002
GRP00251,U005,2022-12-02,2022,12,Birthday Party,4020.81,934.12,5,1.07,Paid,U004
GRP00251,U001,2022-12-02,2022,12,Birthday Party,4020.81,880.82,5,1.01,Paid,U004
GRP00251,U004,2022-12-02,2022,12,Birthday Party,4020.81,780.83,5,0.89,Paid,U003
GRP00252,U002,2022-12-10,2022,12,Office Team Lunch,2886.17,598.09,5,1.03,Pending,U001
GRP00252,U004,2022-12-10,2022,12,Office Team Lunch,2886.17,576.16,5,1.0,Paid,U003
GRP00252,U001,2022-12-10,2022,12,Office Team Lunch,2886.17,679.93,5,1.18,Paid,U002
GRP00252,U003,2022-12-10,2022,12,Office Team Lunch,2886.17,549.34,5,0.95,Pending,U004
GRP00252,U005,2022-12-10,2022,12,Office Team Lunch,2886.17,482.65,5,0.83,Paid,U002
GRP00253,U002,2022-12-31,2022,12,Vacation Package,27684.19,7421.16,4,1.18,Pending,U005
GRP00253,U004,2022-12-31,2022,12,Vacation Package,27684.19,6694.84,4,1.06,Paid,U005
GRP00253,U003,2022-12-31,2022,12,Vacation Package,27684.19,6166.91,4,0.98,Paid,U004
GRP00253,U005,2022-12-31,2022,12,Vacation Package,27684.19,7401.28,4,1.18,Paid,U004
GRP00254,U002,2023-01-06,2023,1,Shared Uber,788.2,404.23,2,1.19,Pending,U002
GRP00254,U005,2023-01-06,2023,1,Shared Uber,788.2,383.96,2,1.13,Pending,U002
GRP00255,U002,2023-01-14,2023,1,Roommates Dinner,3195.56,1044.95,3,0.92,Paid,U004
GRP00255,U004,2023-01-14,2023,1,Roommates Dinner,3195.56,968.48,3,0.85,Paid,U004
GRP00255,U001,2023-01-14,2023,1,Roommates Dinner,3195.56,1182.12,3,1.04,Pending,U004
GRP00256,U002,2023-01-27,2023,1,Office Team Lunch,4106.14,690.1,5,0.83,Paid,U002
GRP00256,U004,2023-01-27,2023,1,Office Team Lunch,4106.14,734.4,5,0.88,Paid,U005
GRP00256,U005,2023-01-27,2023,1,Office Team Lunch,4106.14,987.71,5,1.19,Pending,U002
GRP00256,U001,2023-01-27,2023,1,Office Team Lunch,4106.14,993.13,5,1.2,Pending,U005
GRP00256,U003,2023-01-27,2023,1,Office Team Lunch,4106.14,700.81,5,0.84,Paid,U005
GRP00257,U002,2023-02-16,2023,2,Office Team Lunch,3515.71,708.19,5,1.04,Pending,U005
GRP00257,U003,2023-02-16,2023,2,Office Team Lunch,3515.71,607.94,5,0.89,Paid,U004
GRP00257,U004,2023-02-16,2023,2,Office Team Lunch,3515.71,763.16,5,1.12,Paid,U002
GRP00257,U001,2023-02-16,2023,2,Office Team Lunch,3515.71,747.97,5,1.1,Paid,U005
GRP00257,U005,2023-02-16,2023,2,Office Team Lunch,3515.71,688.46,5,1.01,Paid,U001
GRP00258,U002,2023-02-17,2023,2,Birthday Party,7361.21,1636.83,5,1.15,Paid,U003
GRP00258,U004,2023-02-17,2023,2,Birthday Party,7361.21,1600.48,5,1.12,Pending,U005
GRP00258,U001,2023-02-17,2023,2,Birthday Party,7361.21,1157.54,5,0.81,Paid,U003
GRP00258,U005,2023-02-17,2023,2,Birthday Party,7361.21,1293.73,5,0.91,Pending,U001
GRP00258,U003,2023-02-17,2023,2,Birthday Party,7361.21,1672.63,5,1.17,Pending,U001
GRP00259,U002,2023-02-20,2023,2,Office Team Lunch,2553.97,510.45,5,1.0,Paid,U003
GRP00259,U003,2023-02-20,2023,2,Office Team Lunch,2553.97,539.59,5,1.06,Paid,U004
GRP00259,U005,2023-02-20,2023,2,Office Team Lunch,2553.97,546.06,5,1.07,Paid,U005
GRP00259,U004,2023-02-20,2023,2,Office Team Lunch,2553.97,466.83,5,0.91,Pending,U001
GRP00259,U001,2023-02-20,2023,2,Office Team Lunch,2553.97,491.05,5,0.96,Pending,U004
GRP00260,U002,2023-03-01,2023,3,Vacation Package,40471.14,8606.45,4,0.83,Pending,U003
GRP00260,U001,2023-03-01,2023,3,Vacation Package,40471.14,10097.8,4,0.97,Pending,U003
GRP00260,U003,2023-03-01,2023,3,Vacation Package,40471.14,9755.97,4,0.94,Pending,U003
GRP00260,U004,2023-03-01,2023,3,Vacation Package,40471.14,12010.92,4,1.15,Paid,U003
GRP00261,U002,2023-03-03,2023,3,House Groceries Split,3466.86,1150.52,3,1.02,Paid,U005
GRP00261,U004,2023-03-03,2023,3,House Groceries Split,3466.86,968.05,3,0.85,Pending,U005
GRP00261,U005,2023-03-03,2023,3,House Groceries Split,3466.86,1348.29,3,1.19,Pending,U004
GRP00262,U002,2023-03-04,2023,3,Roommates Dinner,2445.33,661.89,3,0.8,Paid,U001
GRP00262,U004,2023-03-04,2023,3,Roommates Dinner,2445.33,919.48,3,1.11,Pending,U002
GRP00262,U001,2023-03-04,2023,3,Roommates Dinner,2445.33,863.97,3,1.05,Pending,U001
GRP00263,U002,2023-03-05,2023,3,Office Team Lunch,3760.56,736.53,5,0.91,Pending,U001
GRP00263,U003,2023-03-05,2023,3,Office Team Lunch,3760.56,813.7,5,1.01,Paid,U004
GRP00263,U005,2023-03-05,2023,3,Office Team Lunch,3760.56,776.34,5,0.96,Paid,U005
GRP00263,U001,2023-03-05,2023,3,Office Team Lunch,3760.56,722.94,5,0.9,Pending,U004
GRP00263,U004,2023-03-05,2023,3,Office Team Lunch,3760.56,711.05,5,0.88,Paid,U001
GRP00264,U002,2023-03-25,2023,3,Weekend Movie,2176.05,665.16,4,1.12,Pending,U005
GRP00264,U001,2023-03-25,2023,3,Weekend Movie,2176.05,516.54,4,0.87,Pending,U002
GRP00264,U005,2023-03-25,2023,3,Weekend Movie,2176.05,511.78,4,0.86,Paid,U005
GRP00264,U004,2023-03-25,2023,3,Weekend Movie,2176.05,482.57,4,0.81,Paid,U002
GRP00265,U002,2023-04-06,2023,4,Weekend Movie,2197.53,507.65,4,1.01,Paid,U001
GRP00265,U003,2023-04-06,2023,4,Weekend Movie,2197.53,584.49,4,1.16,Pending,U004
GRP00265,U004,2023-04-06,2023,4,Weekend Movie,2197.53,534.36,4,1.06,Pending,U003
GRP00265,U001,2023-04-06,2023,4,Weekend Movie,2197.53,571.02,4,1.14,Pending,U002
GRP00266,U002,2023-04-21,2023,4,Birthday Party,4018.04,977.6,5,1.19,Pending,U004
GRP00266,U001,2023-04-21,2023,4,Birthday Party,4018.04,680.11,5,0.82,Pending,U001
