event_id,user_id,event_date,year,month,event_name,event_type,predicted_expense,is_recurring
EVT00323,U001,2024-09-15,2024,9,Insurance Premium,Bill,11363.264561372322,True
EVT00324,U001,2024-10-01,2024,10,Rent Payment,Bill,12662.509392109589,True
EVT00325,U001,2024-10-05,2024,10,Utility Bills,Bill,4111.679456902599,True
EVT00326,U001,2024-10-08,2024,10,Wedding,Celebration,23080.076045835667,False
EVT00327,U001,2024-10-10,2024,10,Credit Card Payment,Bill,5361.605859425846,True
EVT00328,U001,2024-10-12,2024,10,Festival Shopping,Shopping,14693.585272223301,False
EVT00329,U001,2024-10-29,2024,10,Home Repairs,Maintenance,4623.627628857297,False
EVT00330,U001,2024-11-01,2024,11,Rent Payment,Bill,20010.700845476138,True
EVT00331,U001,2024-11-05,2024,11,Utility Bills,Bill,2785.4013481051793,True
EVT00332,U001,2024-11-10,2024,11,Credit Card Payment,Bill,9933.364301284859,True
EVT00333,U001,2024-11-10,2024,11,Professional Course,Education,5214.590239869317,False
EVT00334,U001,2024-11-16,2024,11,Certification Exam,Education,9108.545586078744,False
EVT00335,U001,2024-12-01,2024,12,Rent Payment,Bill,17027.193955693445,True
EVT00336,U001,2024-12-05,2024,12,Utility Bills,Bill,2362.5283503264704,True
EVT00337,U001,2024-12-10,2024,12,Credit Card Payment,Bill,12258.644586381673,True
EVT00338,U001,2024-12-15,2024,12,Insurance Premium,Bill,8567.757139209472,True
EVT00339,U002,2020-01-01,2020,1,Rent Payment,Bill,20472.230343894105,True
EVT00340,U002,2020-01-05,2020,1,Utility Bills,Bill,3641.7504190495024,True
EVT00341,U002,2020-01-05,2020,1,Festival Shopping,Shopping,17612.652108701106,False
EVT00342,U002,2020-01-10,2020,1,Credit Card Payment,Bill,7669.898532312629,True
EVT00343,U002,2020-01-10,2020,1,Long Vacation,Travel,52774.62141221147,False
EVT00344,U002,2020-01-15,2020,1,Wedding,Celebration,39550.64275708429,False
EVT00345,U002,2020-01-16,2020,1,Furniture Purchase,Shopping,19154.172008566402,False
EVT00346,U002,2020-01-21,2020,1,Wedding,Celebration,10081.875222726154,False
EVT00347,U002,2020-01-26,2020,1,Certification Exam,Education,5370.053606114098,False
EVT00348,U002,2020-02-01,2020,2,Rent Payment,Bill,24827.710977741743,True
EVT00349,U002,2020-02-05,2020,2,Utility Bills,Bill,4806.48405574533,True
EVT00350,U002,2020-02-10,2020,2,Credit Card Payment,Bill,9023.71841389016,True
EVT00351,U002,2020-02-22,2020,2,Car Service,Maintenance,4599.037611175594,False
EVT00352,U002,2020-03-01,2020,3,Rent Payment,Bill,15632.816624717856,True
EVT00353,U002,2020-03-03,2020,3,Wedding,Celebration,39210.587098267235,False
EVT00354,U002,2020-03-05,2020,3,Utility Bills,Bill,4942.541351791891,True
EVT00355,U002,2020-03-10,2020,3,Credit Card Payment,Bill,9016.896846578637,True
EVT00356,U002,2020-03-15,2020,3,Insurance Premium,Bill,6651.021846193705,True
EVT00357,U002,2020-03-21,2020,3,Long Vacation,Travel,22725.62205705139,False
EVT00358,U002,2020-04-01,2020,4,Rent Payment,Bill,12059.770687867847,True
EVT00359,U002,2020-04-01,2020,4,Annual Tax Filing,Financial,7421.749593513399,True
EVT00360,U002,2020-04-02,2020,4,Car Service,Maintenance,4095.2525484894627,False
EVT00361,U002,2020-04-05,2020,4,Utility Bills,Bill,4628.157075078398,True
EVT00362,U002,2020-04-10,2020,4,Credit Card Payment,Bill,10401.851915043308,True
EVT00363,U002,2020-04-12,2020,4,Weekend Trip,Travel,18360.791398963607,False
EVT00364,U002,2020-04-13,2020,4,Electronics Purchase,Shopping,13573.540356000549,False
EVT00365,U002,2020-05-01,2020,5,Rent Payment,Bill,21866.77319105425,True
EVT00366,U002,2020-05-05,2020,5,Utility Bills,Bill,4781.196716420772,True
EVT00367,U002,2020-05-10,2020,5,Credit Card Payment,Bill,9957.806210815656,True
EVT00368,U002,2020-05-17,2020,5,Family Birthday,Celebration,6197.6473685193205,False
EVT00369,U002,2020-05-27,2020,5,Long Vacation,Travel,33388.45303539123,False
EVT00370,U002,2020-06-01,2020,6,Rent Payment,Bill,14646.740248218073,True
EVT00371,U002,2020-06-05,2020,6,Utility Bills,Bill,3860.8383560816746,True
EVT00372,U002,2020-06-10,2020,6,Credit Card Payment,Bill,11491.06916968642,True
EVT00373,U002,2020-06-14,2020,6,Certification Exam,Education,12086.927648454304,False
EVT00374,U002,2020-06-15,2020,6,Insurance Premium,Bill,7774.313442278207,True
EVT00375,U002,2020-06-20,2020,6,Medical Checkup,Healthcare,5013.864922385299,False
EVT00376,U002,2020-06-30,2020,6,Long Vacation,Travel,43389.837219485154,False
EVT00377,U002,2020-07-01,2020,7,Rent Payment,Bill,12536.539388025687,True
EVT00378,U002,2020-07-05,2020,7,Utility Bills,Bill,3338.347220658068,True
EVT00379,U002,2020-07-05,2020,7,Long Vacation,Travel,20972.981923785934,False
EVT00380,U002,2020-07-10,2020,7,Credit Card Payment,Bill,11273.513560991265,True
EVT00381,U002,2020-07-11,2020,7,Friend's Birthday,Celebration,4822.6939759364095,False
EVT00382,U002,2020-07-13,2020,7,Professional Course,Education,26931.303671413847,False
EVT00383,U002,2020-07-19,2020,7,Friend's Birthday,Celebration,2553.384468776194,False
EVT00384,U002,2020-07-20,2020,7,Car Service,Maintenance,2902.394233990009,False
EVT00385,U002,2020-08-01,2020,8,Rent Payment,Bill,13833.22950818028,True
EVT00386,U002,2020-08-02,2020,8,Furniture Purchase,Shopping,33707.84805914086,False
EVT00387,U002,2020-08-05,2020,8,Utility Bills,Bill,2954.3335412551837,True
EVT00388,U002,2020-08-10,2020,8,Credit Card Payment,Bill,10978.439865223281,True
EVT00389,U002,2020-08-28,2020,8,Home Repairs,Maintenance,14888.453208799325,False
EVT00390,U002,2020-09-01,2020,9,Rent Payment,Bill,14034.3767407572,True
EVT00391,U002,2020-09-05,2020,9,Utility Bills,Bill,2115.348689833105,True
EVT00392,U002,2020-09-10,2020,9,Credit Card Payment,Bill,12427.104114961454,True
EVT00393,U002,2020-09-14,2020,9,Friend's Birthday,Celebration,1513.3114219277873,False
EVT00394,U002,2020-09-15,2020,9,Insurance Premium,Bill,9644.023160956222,True
EVT00395,U002,2020-10-01,2020,10,Rent Payment,Bill,12791.006395919001,True
EVT00396,U002,2020-10-01,2020,10,Weekend Trip,Travel,18238.088302287462,False
EVT00397,U002,2020-10-02,2020,10,Home Repairs,Maintenance,3623.2120786318474,False
EVT00398,U002,2020-10-05,2020,10,Utility Bills,Bill,4776.563776902598,True
EVT00399,U002,2020-10-10,2020,10,Credit Card Payment,Bill,8898.57220515731,True
EVT00400,U002,2020-10-22,2020,10,Festival Shopping,Shopping,16983.70492936256,False
EVT00401,U002,2020-10-30,2020,10,Medical Checkup,Healthcare,7831.949134841598,False
EVT00402,U002,2020-11-01,2020,11,Rent Payment,Bill,20012.030910651527,True
EVT00403,U002,2020-11-02,2020,11,Car Service,Maintenance,6074.587811884678,False
EVT00404,U002,2020-11-05,2020,11,Utility Bills,Bill,4155.060124714585,True
EVT00405,U002,2020-11-10,2020,11,Credit Card Payment,Bill,11032.49489663446,True
EVT00406,U002,2020-11-19,2020,11,Doctor Appointment,Healthcare,2662.948152539591,False
EVT00407,U002,2020-11-22,2020,11,Festival Shopping,Shopping,14126.29883764477,False
EVT00408,U002,2020-12-01,2020,12,Rent Payment,Bill,12833.558785042193,True
EVT00409,U002,2020-12-05,2020,12,Utility Bills,Bill,2526.225051187629,True
EVT00410,U002,2020-12-10,2020,12,Credit Card Payment,Bill,14786.66117241034,True
EVT00411,U002,2020-12-13,2020,12,Festival Shopping,Shopping,6757.641956453753,False
EVT00412,U002,2020-12-15,2020,12,Insurance Premium,Bill,7216.557016814557,True
EVT00413,U002,2020-12-22,2020,12,Wedding,Celebration,27808.43832836532,False
EVT00414,U002,2021-01-01,2021,1,Rent Payment,Bill,21134.428531767688,True
EVT00415,U002,2021-01-05,2021,1,Utility Bills,Bill,2358.3434481525705,True
EVT00416,U002,2021-01-10,2021,1,Credit Card Payment,Bill,6399.450597410648,True
EVT00417,U002,2021-01-10,2021,1,Medical Checkup,Healthcare,2119.279541878779,False
EVT00418,U002,2021-02-01,2021,2,Rent Payment,Bill,13214.628804348778,True
EVT00419,U002,2021-02-01,2021,2,Electronics Purchase,Shopping,39024.845610473865,False
EVT00420,U002,2021-02-04,2021,2,Electronics Purchase,Shopping,37624.84678583409,False
EVT00421,U002,2021-02-05,2021,2,Utility Bills,Bill,3933.1108456706143,True
EVT00422,U002,2021-02-10,2021,2,Credit Card Payment,Bill,7289.29732235944,True
EVT00423,U002,2021-02-10,2021,2,Doctor Appointment,Healthcare,818.082922832544,False
EVT00424,U002,2021-02-11,2021,2,Doctor Appointment,Healthcare,2603.8561598590272,False
EVT00425,U002,2021-02-15,2021,2,Doctor Appointment,Healthcare,1464.1376698281406,False
EVT00426,U002,2021-02-18,2021,2,Certification Exam,Education,13614.039338858725,False
EVT00427,U002,2021-02-20,2021,2,Medical Checkup,Healthcare,7984.5196579401345,False
EVT00428,U002,2021-03-01,2021,3,Rent Payment,Bill,15035.58437546323,True
EVT00429,U002,2021-03-04,2021,3,Wedding,Celebration,34857.030168962876,False
EVT00430,U002,2021-03-05,2021,3,Utility Bills,Bill,2649.503729573543,True
EVT00431,U002,2021-03-06,2021,3,Home Repairs,Maintenance,14475.42218169506,False
EVT00432,U002,2021-03-10,2021,3,Credit Card Payment,Bill,8821.549150691077,True
EVT00433,U002,2021-03-10,2021,3,Long Vacation,Travel,21749.36716297207,False
EVT00434,U002,2021-03-11,2021,3,Medical Checkup,Healthcare,7122.588865681195,False
EVT00435,U002,2021-03-12,2021,3,Home Repairs,Maintenance,14683.973789758345,False
EVT00436,U002,2021-03-14,2021,3,Medical Checkup,Healthcare,3189.8962857099773,False
EVT00437,U002,2021-03-15,2021,3,Insurance Premium,Bill,8336.320201812376,True
EVT00438,U002,2021-03-20,2021,3,Electronics Purchase,Shopping,29839.745612451567,False
EVT00439,U002,2021-04-01,2021,4,Rent Payment,Bill,14473.888021402443,True
EVT00440,U002,2021-04-01,2021,4,Annual Tax Filing,Financial,10181.589222821061,True
EVT00441,U002,2021-04-05,2021,4,Utility Bills,Bill,4502.656694980312,True
EVT00442,U002,2021-04-10,2021,4,Credit Card Payment,Bill,10192.531216472318,True
EVT00443,U002,2021-05-01,2021,5,Rent Payment,Bill,17404.835576077312,True
EVT00444,U002,2021-05-05,2021,5,Utility Bills,Bill,4796.784855115556,True
EVT00445,U002,2021-05-10,2021,5,Credit Card Payment,Bill,5108.5817091185145,True
EVT00446,U002,2021-05-10,2021,5,Electronics Purchase,Shopping,10005.859382726636,False
EVT00447,U002,2021-05-24,2021,5,Certification Exam,Education,14659.049248555832,False
EVT00448,U002,2021-06-01,2021,6,Rent Payment,Bill,23258.392293586294,True
EVT00449,U002,2021-06-05,2021,6,Utility Bills,Bill,4629.714913747932,True
EVT00450,U002,2021-06-07,2021,6,Long Vacation,Travel,37489.99171945285,False
EVT00451,U002,2021-06-10,2021,6,Credit Card Payment,Bill,13626.3837307086,True
EVT00452,U002,2021-06-15,2021,6,Insurance Premium,Bill,9925.643859107851,True
EVT00453,U002,2021-06-22,2021,6,Professional Course,Education,5519.695768977222,False
EVT00454,U002,2021-07-01,2021,7,Rent Payment,Bill,19140.663364286494,True
EVT00455,U002,2021-07-03,2021,7,Festival Shopping,Shopping,5934.128916815358,False
EVT00456,U002,2021-07-05,2021,7,Utility Bills,Bill,3435.701319880557,True
EVT00457,U002,2021-07-10,2021,7,Credit Card Payment,Bill,6432.269491099922,True
EVT00458,U002,2021-07-11,2021,7,Medical Checkup,Healthcare,7448.0256365002,False
EVT00459,U002,2021-07-21,2021,7,Weekend Trip,Travel,13649.151145716798,False
EVT00460,U002,2021-08-01,2021,8,Rent Payment,Bill,17768.491625535415,True
EVT00461,U002,2021-08-05,2021,8,Utility Bills,Bill,3364.0400718820674,True
EVT00462,U002,2021-08-10,2021,8,Credit Card Payment,Bill,5387.3500985403525,True
EVT00463,U002,2021-08-16,2021,8,Car Service,Maintenance,6601.286461198834,False
EVT00464,U002,2021-09-01,2021,9,Rent Payment,Bill,14911.02034042652,True
EVT00465,U002,2021-09-05,2021,9,Utility Bills,Bill,2999.5232523074374,True
EVT00466,U002,2021-09-08,2021,9,Professional Course,Education,8185.589436265829,False
EVT00467,U002,2021-09-10,2021,9,Credit Card Payment,Bill,6912.757109821689,True
EVT00468,U002,2021-09-15,2021,9,Insurance Premium,Bill,8437.574609238145,True
EVT00469,U002,2021-10-01,2021,10,Rent Payment,Bill,17498.527855359636,True
EVT00470,U002,2021-10-03,2021,10,Wedding,Celebration,31762.92293716824,False
EVT00471,U002,2021-10-05,2021,10,Utility Bills,Bill,3278.2814878259724,True
EVT00472,U002,2021-10-10,2021,10,Credit Card Payment,Bill,7277.375013113016,True
EVT00473,U002,2021-10-23,2021,10,Medical Checkup,Healthcare,4399.05025154663,False
EVT00474,U002,2021-11-01,2021,11,Rent Payment,Bill,24189.709861602398,True
EVT00475,U002,2021-11-05,2021,11,Utility Bills,Bill,2819.6333661231547,True
EVT00476,U002,2021-11-10,2021,11,Credit Card Payment,Bill,7291.7459872771815,True
EVT00477,U002,2021-11-10,2021,11,Car Service,Maintenance,5701.390454329476,False
EVT00478,U002,2021-11-12,2021,11,Friend's Birthday,Celebration,4706.85677574744,False
EVT00479,U002,2021-12-01,2021,12,Rent Payment,Bill,24828.761829996907,True
EVT00480,U002,2021-12-05,2021,12,Utility Bills,Bill,4575.126534945402,True
EVT00481,U002,2021-12-10,2021,12,Credit Card Payment,Bill,12427.236555323694,True
EVT00482,U002,2021-12-15,2021,12,Insurance Premium,Bill,10929.05711744369,True
EVT00483,U002,2021-12-19,2021,12,Wedding,Celebration,28524.524338992065,False
EVT00484,U002,2021-12-20,2021,12,Long Vacation,Travel,44133.38652988487,False
EVT00485,U002,2022-01-01,2022,1,Rent Payment,Bill,23066.93582321806,True
EVT00486,U002,2022-01-05,2022,1,Utility Bills,Bill,3719.3815258736613,True
EVT00487,U002,2022-01-10,2022,1,Credit Card Payment,Bill,5281.9135651002325,True
EVT00488,U002,2022-01-13,2022,1,Furniture Purchase,Shopping,28698.748311831136,False
EVT00489,U002,2022-01-25,2022,1,Wedding,Celebration,12048.564195543331,False
EVT00490,U002,2022-02-01,2022,2,Rent Payment,Bill,16104.145336982318,True
EVT00491,U002,2022-02-05,2022,2,Utility Bills,Bill,2442.8207652216247,True
EVT00492,U002,2022-02-05,2022,2,Festival Shopping,Shopping,23981.02927335656,False
EVT00493,U002,2022-02-10,2022,2,Credit Card Payment,Bill,12429.295062756926,True
EVT00494,U002,2022-03-01,2022,3,Rent Payment,Bill,12770.978829865748,True
EVT00495,U002,2022-03-05,2022,3,Utility Bills,Bill,4627.887228932844,True
EVT00496,U002,2022-03-10,2022,3,Credit Card Payment,Bill,9507.373541131508,True
EVT00497,U002,2022-03-15,2022,3,Insurance Premium,Bill,6725.080286139295,True
EVT00498,U002,2022-04-01,2022,4,Rent Payment,Bill,23835.470232167627,True
EVT00499,U002,2022-04-01,2022,4,Annual Tax Filing,Financial,5139.63076200109,True
EVT00500,U002,2022-04-03,2022,4,Family Birthday,Celebration,8235.294886747502,False
EVT00501,U002,2022-04-05,2022,4,Utility Bills,Bill,2170.3472381759343,True
EVT00502,U002,2022-04-10,2022,4,Credit Card Payment,Bill,7685.570316058838,True
EVT00503,U002,2022-04-30,2022,4,Festival Shopping,Shopping,11827.26856375987,False
EVT00504,U002,2022-05-01,2022,5,Rent Payment,Bill,15243.732268855929,True
EVT00505,U002,2022-05-05,2022,5,Utility Bills,Bill,2189.278978590498,True
EVT00506,U002,2022-05-10,2022,5,Credit Card Payment,Bill,10221.886513586425,True
EVT00507,U002,2022-05-10,2022,5,Friend's Birthday,Celebration,1853.9427770293075,False
EVT00508,U002,2022-05-25,2022,5,Car Service,Maintenance,2403.565879058395,False
EVT00509,U002,2022-05-26,2022,5,Professional Course,Education,5873.227996856485,False
EVT00510,U002,2022-06-01,2022,6,Rent Payment,Bill,15141.9309548553,True
EVT00511,U002,2022-06-05,2022,6,Utility Bills,Bill,2889.705368320633,True
EVT00512,U002,2022-06-10,2022,6,Credit Card Payment,Bill,6138.5549242877405,True
EVT00513,U002,2022-06-15,2022,6,Insurance Premium,Bill,5651.262298702176,True
EVT00514,U002,2022-06-24,2022,6,Family Birthday,Celebration,6320.204682332796,False
EVT00515,U002,2022-07-01,2022,7,Rent Payment,Bill,24401.59168422477,True
EVT00516,U002,2022-07-05,2022,7,Utility Bills,Bill,2976.495636384886,True
EVT00517,U002,2022-07-10,2022,7,Credit Card Payment,Bill,7811.374718888898,True
EVT00518,U002,2022-07-15,2022,7,Friend's Birthday,Celebration,2957.3997538227563,False
EVT00519,U002,2022-07-22,2022,7,Car Service,Maintenance,4699.266519121935,False
EVT00520,U002,2022-07-30,2022,7,Professional Course,Education,13028.76083407212,False
EVT00521,U002,2022-08-01,2022,8,Rent Payment,Bill,19492.323620258874,True
EVT00522,U002,2022-08-04,2022,8,Home Repairs,Maintenance,7055.3187628184605,False
EVT00523,U002,2022-08-05,2022,8,Utility Bills,Bill,4129.858608166568,True
EVT00524,U002,2022-08-05,2022,8,Certification Exam,Education,11354.530310030572,False
EVT00525,U002,2022-08-10,2022,8,Credit Card Payment,Bill,8460.806066353103,True
EVT00526,U002,2022-08-12,2022,8,Wedding,Celebration,25673.373945452295,False
EVT00527,U002,2022-09-01,2022,9,Rent Payment,Bill,16301.986700115465,True
EVT00528,U002,2022-09-05,2022,9,Utility Bills,Bill,2352.735311792604,True
EVT00529,U002,2022-09-10,2022,9,Credit Card Payment,Bill,8884.403535338563,True
EVT00530,U002,2022-09-15,2022,9,Insurance Premium,Bill,10794.318837512017,True
EVT00531,U002,2022-10-01,2022,10,Rent Payment,Bill,21581.7361634239,True
EVT00532,U002,2022-10-05,2022,10,Utility Bills,Bill,4276.236719377288,True
EVT00533,U002,2022-10-10,2022,10,Credit Card Payment,Bill,5293.574950030736,True
EVT00534,U002,2022-10-16,2022,10,Medical Checkup,Healthcare,2227.407996723433,False
EVT00535,U002,2022-10-28,2022,10,Professional Course,Education,21408.844053622866,False
EVT00536,U002,2022-11-01,2022,11,Rent Payment,Bill,20676.297127169077,True
EVT00537,U002,2022-11-05,2022,11,Utility Bills,Bill,3112.365254044944,True
EVT00538,U002,2022-11-10,2022,11,Credit Card Payment,Bill,7170.129344774365,True
EVT00539,U002,2022-11-13,2022,11,Home Repairs,Maintenance,13329.588658946534,False
EVT00540,U002,2022-12-01,2022,12,Rent Payment,Bill,22076.48169730373,True
EVT00541,U002,2022-12-05,2022,12,Utility Bills,Bill,4526.3201731402205,True
EVT00542,U002,2022-12-10,2022,12,Credit Card Payment,Bill,12074.762351008001,True
EVT00543,U002,2022-12-12,2022,12,Wedding,Celebration,11084.117560325201,False
EVT00544,U002,2022-12-13,2022,12,Long Vacation,Travel,40388.50842362005,False
EVT00545,U002,2022-12-15,2022,12,Insurance Premium,Bill,8675.972910544899,True
EVT00546,U002,2022-12-19,2022,12,Furniture Purchase,Shopping,34425.59126971726,False
EVT00547,U002,2023-01-01,2023,1,Rent Payment,Bill,23377.351986744943,True
EVT00548,U002,2023-01-05,2023,1,Utility Bills,Bill,3132.258448562279,True
EVT00549,U002,2023-01-10,2023,1,Credit Card Payment,Bill,11865.174834645437,True
EVT00550,U002,2023-02-01,2023,2,Rent Payment,Bill,17010.52881564354,True
EVT00551,U002,2023-02-05,2023,2,Utility Bills,Bill,2013.2871895304777,True
EVT00552,U002,2023-02-06,2023,2,Car Service,Maintenance,5817.432427871436,False
EVT00553,U002,2023-02-10,2023,2,Credit Card Payment,Bill,7417.307045134654,True
EVT00554,U002,2023-02-20,2023,2,Weekend Trip,Travel,9362.526996275705,False
EVT00555,U002,2023-02-24,2023,2,Long Vacation,Travel,43339.96220195167,False
EVT00556,U002,2023-03-01,2023,3,Rent Payment,Bill,19136.526827757985,True
EVT00557,U002,2023-03-05,2023,3,Utility Bills,Bill,4100.098009460457,True
EVT00558,U002,2023-03-10,2023,3,Credit Card Payment,Bill,13225.421605589905,True
EVT00559,U002,2023-03-15,2023,3,Insurance Premium,Bill,5723.382987528134,True
EVT00560,U002,2023-04-01,2023,4,Rent Payment,Bill,24044.155457734556,True
EVT00561,U002,2023-04-01,2023,4,Annual Tax Filing,Financial,5159.195945861717,True
EVT00562,U002,2023-04-05,2023,4,Utility Bills,Bill,3847.2549409153753,True
EVT00563,U002,2023-04-10,2023,4,Credit Card Payment,Bill,8795.933736552795,True
EVT00564,U002,2023-04-24,2023,4,Electronics Purchase,Shopping,37059.043802162225,False
EVT00565,U002,2023-05-01,2023,5,Rent Payment,Bill,18361.547506069714,True
EVT00566,U002,2023-05-04,2023,5,Festival Shopping,Shopping,13445.692111359924,False
EVT00567,U002,2023-05-05,2023,5,Utility Bills,Bill,3849.5916383917406,True
EVT00568,U002,2023-05-10,2023,5,Credit Card Payment,Bill,12975.98525567936,True
EVT00569,U002,2023-05-15,2023,5,Festival Shopping,Shopping,20779.352382766894,False
EVT00570,U002,2023-05-25,2023,5,Family Birthday,Celebration,9438.155143209333,False
EVT00571,U002,2023-05-29,2023,5,Certification Exam,Education,12198.985447741748,False
EVT00572,U002,2023-06-01,2023,6,Rent Payment,Bill,17231.483854356247,True
EVT00573,U002,2023-06-05,2023,6,Utility Bills,Bill,4927.267641089096,True
EVT00574,U002,2023-06-10,2023,6,Credit Card Payment,Bill,12494.382170311648,True
EVT00575,U002,2023-06-15,2023,6,Insurance Premium,Bill,5369.687216853179,True
EVT00576,U002,2023-06-19,2023,6,Car Service,Maintenance,5521.272677407022,False
EVT00577,U002,2023-06-22,2023,6,Festival Shopping,Shopping,6754.16295700802,False
EVT00578,U002,2023-07-01,2023,7,Rent Payment,Bill,17152.316938864373,True
EVT00579,U002,2023-07-03,2023,7,Medical Checkup,Healthcare,6646.282371386231,False
EVT00580,U002,2023-07-05,2023,7,Utility Bills,Bill,4513.93902561623,True
EVT00581,U002,2023-07-10,2023,7,Credit Card Payment,Bill,14938.319037774638,True
EVT00582,U002,2023-07-12,2023,7,Festival Shopping,Shopping,23625.81186597365,False
EVT00583,U002,2023-07-14,2023,7,Medical Checkup,Healthcare,6872.2855860830205,False
EVT00584,U002,2023-07-16,2023,7,Professional Course,Education,24466.036180836294,False
EVT00585,U002,2023-07-24,2023,7,Car Service,Maintenance,4700.05795461979,False
EVT00586,U002,2023-07-27,2023,7,Wedding,Celebration,23928.5325541544,False
EVT00587,U002,2023-08-01,2023,8,Rent Payment,Bill,15719.578470027222,True
EVT00588,U002,2023-08-05,2023,8,Utility Bills,Bill,3927.7631901188433,True
EVT00589,U002,2023-08-10,2023,8,Credit Card Payment,Bill,7187.4770547909575,True
EVT00590,U002,2023-09-01,2023,9,Rent Payment,Bill,20418.874460784322,True
EVT00591,U002,2023-09-05,2023,9,Utility Bills,Bill,3377.2007897033614,True
EVT00592,U002,2023-09-05,2023,9,Car Service,Maintenance,2532.668344638027,False
EVT00593,U002,2023-09-10,2023,9,Credit Card Payment,Bill,5698.735034925948,True
EVT00594,U002,2023-09-10,2023,9,Car Service,Maintenance,5050.129428458829,False
EVT00595,U002,2023-09-13,2023,9,Home Repairs,Maintenance,13375.47058646304,False
EVT00596,U002,2023-09-15,2023,9,Insurance Premium,Bill,5480.115081992879,True
EVT00597,U002,2023-09-30,2023,9,Doctor Appointment,Healthcare,1127.2069760700442,False
EVT00598,U002,2023-10-01,2023,10,Rent Payment,Bill,16153.697334945638,True
EVT00599,U002,2023-10-02,2023,10,Festival Shopping,Shopping,21898.362858385182,False
EVT00600,U002,2023-10-05,2023,10,Utility Bills,Bill,3008.5410217224517,True
EVT00601,U002,2023-10-10,2023,10,Credit Card Payment,Bill,13359.846645328977,True
EVT00602,U002,2023-10-14,2023,10,Family Birthday,Celebration,4397.625536856636,False
EVT00603,U002,2023-10-18,2023,10,Electronics Purchase,Shopping,21510.301159304217,False
EVT00604,U002,2023-11-01,2023,11,Rent Payment,Bill,19816.37370778013,True
EVT00605,U002,2023-11-05,2023,11,Utility Bills,Bill,4715.367505763393,True
EVT00606,U002,2023-11-09,2023,11,Medical Checkup,Healthcare,4537.69806475977,False
EVT00607,U002,2023-11-10,2023,11,Credit Card Payment,Bill,12227.395798781854,True
EVT00608,U002,2023-11-13,2023,11,Weekend Trip,Travel,9395.710949691398,False
EVT00609,U002,2023-11-14,2023,11,Long Vacation,Travel,46128.37329284058,False
EVT00610,U002,2023-11-26,2023,11,Furniture Purchase,Shopping,19453.158401258625,False
EVT00611,U002,2023-12-01,2023,12,Rent Payment,Bill,20285.48119540209,True
EVT00612,U002,2023-12-02,2023,12,Family Birthday,Celebration,4325.772973210885,False
EVT00613,U002,2023-12-05,2023,12,Utility Bills,Bill,3754.669049139183,True
EVT00614,U002,2023-12-10,2023,12,Credit Card Payment,Bill,13731.165767057624,True
EVT00615,U002,2023-12-15,2023,12,Insurance Premium,Bill,10836.456077054369,True
EVT00616,U002,2023-12-25,2023,12,Electronics Purchase,Shopping,36876.16229339846,False
EVT00617,U002,2024-01-01,2024,1,Rent Payment,Bill,16799.307797644913,True
EVT00618,U002,2024-01-03,2024,1,Long Vacation,Travel,31081.961793933602,False
EVT00619,U002,2024-01-05,2024,1,Utility Bills,Bill,2546.981404762817,True
EVT00620,U002,2024-01-08,2024,1,Home Repairs,Maintenance,11666.759654351195,False
EVT00621,U002,2024-01-10,2024,1,Credit Card Payment,Bill,13794.34115547588,True
EVT00622,U002,2024-01-11,2024,1,Professional Course,Education,26612.937846719575,False
EVT00623,U002,2024-01-30,2024,1,Long Vacation,Travel,55940.18460670305,False
EVT00624,U002,2024-02-01,2024,2,Rent Payment,Bill,13603.826827254183,True
EVT00625,U002,2024-02-01,2024,2,Medical Checkup,Healthcare,5620.126197856437,False
EVT00626,U002,2024-02-05,2024,2,Utility Bills,Bill,3956.286041670928,True
EVT00627,U002,2024-02-10,2024,2,Credit Card Payment,Bill,5743.367157831854,True
EVT00628,U002,2024-03-01,2024,3,Rent Payment,Bill,22914.335746566612,True
EVT00629,U002,2024-03-01,2024,3,Doctor Appointment,Healthcare,2570.776186506167,False
EVT00630,U002,2024-03-05,2024,3,Utility Bills,Bill,3154.9049236796764,True
EVT00631,U002,2024-03-10,2024,3,Credit Card Payment,Bill,13749.949195011912,True
EVT00632,U002,2024-03-15,2024,3,Insurance Premium,Bill,6045.5345138476505,True
EVT00633,U002,2024-04-01,2024,4,Rent Payment,Bill,13956.138273921995,True
EVT00634,U002,2024-04-01,2024,4,Annual Tax Filing,Financial,7717.940239554873,True
EVT00635,U002,2024-04-02,2024,4,Wedding,Celebration,35430.01435763881,False
EVT00636,U002,2024-04-05,2024,4,Utility Bills,Bill,2625.6065228156676,True
EVT00637,U002,2024-04-05,2024,4,Home Repairs,Maintenance,3228.5844918129324,False
EVT00638,U002,2024-04-10,2024,4,Credit Card Payment,Bill,7495.702859420008,True
EVT00639,U002,2024-04-12,2024,4,Festival Shopping,Shopping,13860.801437779324,False
EVT00640,U002,2024-05-01,2024,5,Rent Payment,Bill,22796.832542136057,True
EVT00641,U002,2024-05-05,2024,5,Utility Bills,Bill,2171.887760103065,True
EVT00642,U002,2024-05-10,2024,5,Credit Card Payment,Bill,9685.64660445738,True
EVT00643,U002,2024-05-17,2024,5,Long Vacation,Travel,24861.830095274745,False
EVT00644,U002,2024-05-25,2024,5,Medical Checkup,Healthcare,4805.705580511783,False
EVT00645,U002,2024-06-01,2024,6,Rent Payment,Bill,13996.440241247277,True
EVT00646,U002,2024-06-05,2024,6,Utility Bills,Bill,2585.0883009523454,True
