transaction_id,user_id,date,year,month,amount,category,transaction_type,description,payment_method,is_recurring,merchant
TXN002090,U001,2023-04-03,2023,4,1008.77,Transport,debit,Auto,Debit Card,False,Parking
TXN002091,U001,2023-04-05,2023,4,536.12,Dining,debit,Local Restaurant,Credit Card,False,Cafe
TXN002092,U001,2023-04-05,2023,4,7520.13,Investment,debit,Mutual Fund SIP,Bank Transfer,True,Mutual Fund SIP
TXN002093,U001,2023-04-05,2023,4,5556.47,Investment,debit,Mutual Fund SIP,Bank Transfer,True,Mutual Fund SIP
TXN002094,U001,2023-04-05,2023,4,10129.91,Investment,debit,PPF,Bank Transfer,True,PPF
TXN002095,U001,2023-04-07,2023,4,2045.81,Groceries,debit,Local Kirana,Credit Card,False,DMart
TXN002096,U001,2023-04-07,2023,4,1737.31,Dining,debit,Domino's,Cash,False,McDonald's
TXN002097,U001,2023-04-07,2023,4,16115.48,Travel,debit,IndiGo,Cash,False,Uber
TXN002098,U001,2023-04-07,2023,4,3041.17,Shopping,debit,Amazon,Cash,False,Flipkart
TXN002099,U001,2023-04-08,2023,4,960.53,Dining,debit,Local Restaurant,Debit Card,False,Swiggy
TXN002100,U001,2023-04-10,2023,4,1134.95,Transport,debit,Parking,Cash,False,Petrol
TXN002101,U001,2023-04-11,2023,4,1826.72,Groceries,debit,DMart,UPI,False,DMart
TXN002102,U001,2023-04-11,2023,4,3017.98,Travel,debit,Uber,Cash,False,Indian Railways
TXN002103,U001,2023-04-12,2023,4,3537.76,Travel,debit,Indian Railways,Credit Card,False,IndiGo
TXN002104,U001,2023-04-12,2023,4,495.16,Transport,debit,Petrol,Credit Card,False,Metro Card
TXN002105,U001,2023-04-13,2023,4,2825.61,Bills,debit,Gas Bill,Cash,True,Electricity Bill
TXN002106,U001,2023-04-13,2023,4,1018.36,Transport,debit,Petrol,UPI,False,Petrol
TXN002107,U001,2023-04-13,2023,4,24263.53,Investment,debit,Stocks,Bank Transfer,False,Stocks
TXN002108,U001,2023-04-14,2023,4,3451.7,Groceries,debit,Reliance Fresh,UPI,False,DMart
TXN002109,U001,2023-04-14,2023,4,870.73,Dining,debit,Local Restaurant,Cash,False,McDonald's
TXN002110,U001,2023-04-16,2023,4,3644.86,Shopping,debit,Local Mall,Debit Card,False,Amazon
TXN002111,U001,2023-04-17,2023,4,992.11,Groceries,debit,Reliance Fresh,UPI,False,Reliance Fresh
TXN002112,U001,2023-04-18,2023,4,1475.56,Dining,debit,Zomato,Cash,False,Cafe
TXN002113,U001,2023-04-19,2023,4,647.92,Transport,debit,Parking,Credit Card,False,Parking
TXN002114,U001,2023-04-20,2023,4,2673.51,Groceries,debit,Local Kirana,Debit Card,False,Local Kirana
TXN002115,U001,2023-04-20,2023,4,909.75,Dining,debit,Cafe,Cash,False,Swiggy
TXN002116,U001,2023-04-20,2023,4,3757.59,Entertainment,debit,Amazon Prime,Credit Card,False,Netflix
TXN002117,U001,2023-04-21,2023,4,3564.55,Travel,debit,Ola,UPI,False,Indian Railways
TXN002118,U001,2023-04-22,2023,4,493.79,Dining,debit,Local Restaurant,Cash,False,Domino's
TXN002119,U001,2023-04-22,2023,4,7064.75,Shopping,debit,Myntra,UPI,False,Nike Store
TXN002120,U001,2023-04-23,2023,4,1167.0,Groceries,debit,Reliance Fresh,Credit Card,False,More Supermarket
TXN002121,U001,2023-04-23,2023,4,867.9,Dining,debit,Zomato,Credit Card,False,Domino's
TXN002122,U001,2023-04-23,2023,4,5924.98,Shopping,debit,Local Mall,Cash,False,Nike Store
TXN002123,U001,2023-04-24,2023,4,1097.22,Groceries,debit,Local Kirana,Credit Card,False,BigBasket
TXN002124,U001,2023-04-24,2023,4,1807.11,Transport,debit,Parking,Debit Card,False,Parking
TXN002125,U001,2023-04-26,2023,4,307.18,Dining,debit,Local Restaurant,Cash,False,Domino's
TXN002126,U001,2023-04-26,2023,4,1970.13,Entertainment,debit,Netflix,Credit Card,False,BookMyShow
TXN002127,U001,2023-04-26,2023,4,2372.25,Shopping,debit,Flipkart,Credit Card,False,Amazon
TXN002128,U001,2023-04-28,2023,4,3535.1,Entertainment,debit,Spotify,Debit Card,False,Netflix
TXN002129,U001,2023-04-29,2023,4,1816.71,Groceries,debit,Reliance Fresh,UPI,False,Reliance Fresh
TXN002130,U001,2023-04-30,2023,4,1702.15,Dining,debit,Cafe,UPI,False,Zomato
TXN002131,U001,2023-04-30,2023,4,3824.94,Education,debit,Books,Cash,False,Online Course
TXN002132,U001,2023-04-30,2023,4,1759.87,Transport,debit,Auto,UPI,False,Petrol
TXN002133,U001,2023-05-01,2023,5,55000.0,Salary,credit,Monthly Salary Credit,Bank Transfer,True,Employer
TXN002134,U001,2023-05-01,2023,5,3113.01,Groceries,debit,Local Kirana,UPI,False,Local Kirana
TXN002135,U001,2023-05-01,2023,5,3274.27,Dining,debit,Domino's,Debit Card,False,Domino's
TXN002136,U001,2023-05-01,2023,5,3857.03,Shopping,debit,Amazon,Debit Card,False,Myntra
TXN002137,U001,2023-05-02,2023,5,3164.82,Groceries,debit,Local Kirana,Cash,False,DMart
TXN002138,U001,2023-05-04,2023,5,1822.47,Dining,debit,Swiggy,Credit Card,False,Cafe
TXN002139,U001,2023-05-04,2023,5,9333.58,Travel,debit,IndiGo,UPI,False,IndiGo
TXN002140,U001,2023-05-05,2023,5,2441.13,Groceries,debit,Reliance Fresh,Credit Card,False,More Supermarket
TXN002141,U001,2023-05-05,2023,5,599.39,Entertainment,debit,Spotify,Debit Card,False,BookMyShow
TXN002142,U001,2023-05-05,2023,5,9030.42,Investment,debit,Mutual Fund SIP,Bank Transfer,True,Mutual Fund SIP
TXN002143,U001,2023-05-05,2023,5,6173.63,Investment,debit,Mutual Fund SIP,Bank Transfer,True,Mutual Fund SIP
TXN002144,U001,2023-05-05,2023,5,9347.25,Investment,debit,Mutual Fund SIP,Bank Transfer,True,Mutual Fund SIP
TXN002145,U001,2023-05-06,2023,5,1718.78,Groceries,debit,More Supermarket,Cash,False,More Supermarket
TXN002146,U001,2023-05-06,2023,5,1780.51,Dining,debit,Cafe,UPI,False,Local Restaurant
TXN002147,U001,2023-05-06,2023,5,14194.54,Rent,debit,Monthly Rent,UPI,True,Monthly Rent
TXN002148,U001,2023-05-07,2023,5,1432.53,Groceries,debit,BigBasket,Credit Card,False,BigBasket
TXN002149,U001,2023-05-08,2023,5,762.66,Dining,debit,McDonald's,Debit Card,False,Cafe
TXN002150,U001,2023-05-08,2023,5,2437.23,Entertainment,debit,Amazon Prime,Debit Card,False,Gaming
TXN002151,U001,2023-05-08,2023,5,1699.72,Shopping,debit,Nike Store,Debit Card,False,Myntra
TXN002152,U001,2023-05-08,2023,5,1389.87,Transport,debit,Auto,Cash,False,Metro Card
TXN002153,U001,2023-05-09,2023,5,2789.11,Groceries,debit,More Supermarket,Debit Card,False,DMart
TXN002154,U001,2023-05-09,2023,5,2278.83,Dining,debit,Swiggy,Debit Card,False,Zomato
TXN002155,U001,2023-05-09,2023,5,756.9,Transport,debit,Auto,Credit Card,False,Parking
TXN002156,U001,2023-05-10,2023,5,2494.74,Groceries,debit,More Supermarket,UPI,False,Reliance Fresh
TXN002157,U001,2023-05-10,2023,5,25783.63,Travel,debit,Uber,UPI,False,Ola
TXN002158,U001,2023-05-10,2023,5,2594.79,Entertainment,debit,Amazon Prime,UPI,False,Spotify
TXN002159,U001,2023-05-10,2023,5,989.5,Transport,debit,Petrol,Cash,False,Petrol
TXN002160,U001,2023-05-12,2023,5,1660.46,Shopping,debit,Local Mall,Credit Card,False,Local Mall
TXN002161,U001,2023-05-12,2023,5,2021.86,Transport,debit,Auto,Cash,False,Metro Card
TXN002162,U001,2023-05-13,2023,5,519.32,Dining,debit,Local Restaurant,Cash,False,Local Restaurant
TXN002163,U001,2023-05-14,2023,5,371.1,Dining,debit,McDonald's,Credit Card,False,Swiggy
TXN002164,U001,2023-05-14,2023,5,2236.85,Transport,debit,Petrol,Cash,False,Metro Card
TXN002165,U001,2023-05-15,2023,5,1730.62,Dining,debit,McDonald's,Credit Card,False,Domino's
TXN002166,U001,2023-05-16,2023,5,871.59,Groceries,debit,Reliance Fresh,Credit Card,False,More Supermarket
TXN002167,U001,2023-05-17,2023,5,791.06,Transport,debit,Parking,Cash,False,Auto
TXN002168,U001,2023-05-18,2023,5,1851.55,Dining,debit,McDonald's,Credit Card,False,Swiggy
TXN002169,U001,2023-05-18,2023,5,1268.64,Transport,debit,Petrol,Cash,False,Metro Card
TXN002170,U001,2023-05-20,2023,5,1332.76,Transport,debit,Auto,UPI,False,Petrol
TXN002171,U001,2023-05-21,2023,5,23746.69,Travel,debit,Ola,Cash,False,IndiGo
TXN002172,U001,2023-05-21,2023,5,2066.79,Transport,debit,Metro Card,Debit Card,False,Petrol
TXN002173,U001,2023-05-21,2023,5,19543.42,Rent,debit,Monthly Rent,Debit Card,True,Monthly Rent
TXN002174,U001,2023-05-21,2023,5,4276.28,Investment,debit,Gold ETF,Bank Transfer,False,Gold ETF
TXN002175,U001,2023-05-23,2023,5,599.61,Dining,debit,Zomato,Debit Card,False,Swiggy
TXN002176,U001,2023-05-24,2023,5,1891.34,Groceries,debit,DMart,Credit Card,False,More Supermarket
TXN002177,U001,2023-05-24,2023,5,644.31,Dining,debit,Local Restaurant,Credit Card,False,Zomato
TXN002178,U001,2023-05-24,2023,5,1368.41,Entertainment,debit,Amazon Prime,Cash,False,Gaming
TXN002179,U001,2023-05-25,2023,5,263.44,Dining,debit,Domino's,Debit Card,False,Domino's
TXN002180,U001,2023-05-25,2023,5,1904.06,Shopping,debit,Amazon,Credit Card,False,Nike Store
TXN002181,U001,2023-05-25,2023,5,833.13,Transport,debit,Petrol,UPI,False,Petrol
TXN002182,U001,2023-05-25,2023,5,5490.15,Investment,debit,Stocks,Bank Transfer,False,Stocks
TXN002183,U001,2023-05-26,2023,5,1321.72,Transport,debit,Metro Card,UPI,False,Parking
TXN002184,U001,2023-05-27,2023,5,336.49,Dining,debit,Swiggy,Credit Card,False,Swiggy
TXN002185,U001,2023-05-27,2023,5,9231.93,Education,debit,Books,Debit Card,False,Online Course
TXN002186,U001,2023-05-27,2023,5,16053.65,Rent,debit,Monthly Rent,Cash,True,Monthly Rent
TXN002187,U001,2023-05-28,2023,5,724.47,Dining,debit,Local Restaurant,Cash,False,Local Restaurant
TXN002188,U001,2023-05-28,2023,5,1252.85,Entertainment,debit,Amazon Prime,Cash,False,Amazon Prime
TXN002189,U001,2023-05-29,2023,5,3376.44,Groceries,debit,More Supermarket,Cash,False,BigBasket
TXN002190,U001,2023-05-29,2023,5,4497.16,Shopping,debit,Myntra,Credit Card,False,Amazon
TXN002191,U001,2023-05-29,2023,5,14181.79,Rent,debit,Monthly Rent,UPI,True,Monthly Rent
TXN002192,U001,2023-05-30,2023,5,1546.87,Entertainment,debit,Gaming,Cash,False,Amazon Prime
TXN002193,U001,2023-05-30,2023,5,2406.71,Shopping,debit,Myntra,Cash,False,Myntra
TXN002194,U001,2023-05-31,2023,5,5674.35,Education,debit,Course Fee,Credit Card,False,Course Fee
TXN002195,U001,2023-06-01,2023,6,55000.0,Salary,credit,Monthly Salary Credit,Bank Transfer,True,Employer
TXN002196,U001,2023-06-01,2023,6,2190.55,Groceries,debit,More Supermarket,Debit Card,False,DMart
TXN002197,U001,2023-06-02,2023,6,1183.04,Groceries,debit,More Supermarket,UPI,False,Reliance Fresh
TXN002198,U001,2023-06-03,2023,6,561.22,Dining,debit,Zomato,Credit Card,False,Swiggy
TXN002199,U001,2023-06-04,2023,6,2892.12,Groceries,debit,Reliance Fresh,UPI,False,Local Kirana
TXN002200,U001,2023-06-05,2023,6,1776.75,Dining,debit,Local Restaurant,Cash,False,Cafe
TXN002201,U001,2023-06-05,2023,6,7242.61,Shopping,debit,Local Mall,Cash,False,Amazon
TXN002202,U001,2023-06-05,2023,6,9625.08,Investment,debit,PPF,Bank Transfer,True,PPF
TXN002203,U001,2023-06-06,2023,6,314.56,Dining,debit,Cafe,Debit Card,False,Domino's
TXN002204,U001,2023-06-06,2023,6,6804.39,Shopping,debit,Myntra,UPI,False,Local Mall
TXN002205,U001,2023-06-06,2023,6,1954.75,Transport,debit,Metro Card,UPI,False,Metro Card
TXN002206,U001,2023-06-07,2023,6,1468.83,Entertainment,debit,BookMyShow,UPI,False,BookMyShow
TXN002207,U001,2023-06-07,2023,6,4499.76,Healthcare,debit,Pharmacy,Credit Card,False,Pharmacy
TXN002208,U001,2023-06-08,2023,6,3855.79,Healthcare,debit,Doctor Consultation,Debit Card,False,Lab Tests
TXN002209,U001,2023-06-09,2023,6,2052.24,Transport,debit,Parking,Debit Card,False,Parking
TXN002210,U001,2023-06-10,2023,6,1517.57,Groceries,debit,Reliance Fresh,Debit Card,False,DMart
TXN002211,U001,2023-06-10,2023,6,447.44,Dining,debit,Cafe,Cash,False,Domino's
TXN002212,U001,2023-06-11,2023,6,1829.14,Dining,debit,McDonald's,Cash,False,McDonald's
TXN002213,U001,2023-06-14,2023,6,2096.63,Groceries,debit,DMart,Credit Card,False,Local Kirana
TXN002214,U001,2023-06-14,2023,6,1663.19,Dining,debit,Domino's,Cash,False,McDonald's
TXN002215,U001,2023-06-15,2023,6,648.16,Dining,debit,Zomato,Credit Card,False,Cafe
TXN002216,U001,2023-06-15,2023,6,31407.5,Investment,debit,Fixed Deposit,Bank Transfer,False,Fixed Deposit
TXN002217,U001,2023-06-15,2023,6,17008.36,Investment,debit,Fixed Deposit,Bank Transfer,False,Fixed Deposit
TXN002218,U001,2023-06-17,2023,6,21236.29,Rent,debit,Monthly Rent,Cash,True,Monthly Rent
TXN002219,U001,2023-06-18,2023,6,1530.72,Dining,debit,Swiggy,Credit Card,False,Local Restaurant
TXN002220,U001,2023-06-18,2023,6,6295.38,Travel,debit,MakeMyTrip,Debit Card,False,MakeMyTrip
TXN002221,U001,2023-06-19,2023,6,356.32,Transport,debit,Petrol,Cash,False,Petrol
TXN002222,U001,2023-06-20,2023,6,2102.56,Groceries,debit,Reliance Fresh,Cash,False,DMart
TXN002223,U001,2023-06-20,2023,6,1845.71,Entertainment,debit,Amazon Prime,Credit Card,False,BookMyShow
TXN002224,U001,2023-06-20,2023,6,2831.18,Bills,debit,Gas Bill,Credit Card,True,Gas Bill
TXN002225,U001,2023-06-20,2023,6,1911.43,Shopping,debit,Amazon,Credit Card,False,Flipkart
TXN002226,U001,2023-06-21,2023,6,27792.81,Travel,debit,Ola,UPI,False,Ola
TXN002227,U001,2023-06-22,2023,6,2759.89,Dining,debit,Local Restaurant,Cash,False,Local Restaurant
TXN002228,U001,2023-06-22,2023,6,2357.87,Bills,debit,Water Bill,UPI,True,Water Bill
TXN002229,U001,2023-06-22,2023,6,2484.25,Education,debit,Udemy,Credit Card,False,Course Fee
TXN002230,U001,2023-06-23,2023,6,1438.9,Dining,debit,Cafe,Debit Card,False,Local Restaurant
TXN002231,U001,2023-06-23,2023,6,1591.45,Travel,debit,Indian Railways,Credit Card,False,Indian Railways
TXN002232,U001,2023-06-23,2023,6,1193.34,Transport,debit,Auto,Debit Card,False,Auto
TXN002233,U001,2023-06-24,2023,6,13865.68,Travel,debit,IndiGo,Cash,False,Indian Railways
TXN002234,U001,2023-06-26,2023,6,2039.75,Groceries,debit,BigBasket,Debit Card,False,BigBasket
TXN002235,U001,2023-06-26,2023,6,3782.7,Dining,debit,Local Restaurant,Credit Card,False,Cafe
TXN002236,U001,2023-06-29,2023,6,5244.15,Healthcare,debit,Doctor Consultation,Debit Card,False,Pharmacy
TXN002237,U001,2023-06-29,2023,6,1682.98,Transport,debit,Parking,Credit Card,False,Petrol
TXN002238,U001,2023-06-30,2023,6,2826.03,Groceries,debit,Reliance Fresh,Debit Card,False,BigBasket
TXN002239,U001,2023-07-01,2023,7,55000.0,Salary,credit,Monthly Salary Credit,Bank Transfer,True,Employer
TXN002240,U001,2023-07-01,2023,7,2912.77,Groceries,debit,Local Kirana,Credit Card,False,DMart
TXN002241,U001,2023-07-01,2023,7,2232.81,Dining,debit,Local Restaurant,UPI,False,Zomato
TXN002242,U001,2023-07-02,2023,7,2458.14,Dining,debit,Cafe,Credit Card,False,McDonald's
TXN002243,U001,2023-07-02,2023,7,887.63,Transport,debit,Auto,UPI,False,Auto
TXN002244,U001,2023-07-04,2023,7,2960.79,Groceries,debit,DMart,UPI,False,Reliance Fresh
TXN002245,U001,2023-07-05,2023,7,2180.78,Dining,debit,Zomato,UPI,False,Cafe
TXN002246,U001,2023-07-05,2023,7,16727.42,Travel,debit,Uber,Cash,False,Uber
TXN002247,U001,2023-07-05,2023,7,5103.23,Investment,debit,Mutual Fund SIP,Bank Transfer,True,Mutual Fund SIP
TXN002248,U001,2023-07-05,2023,7,3188.9,Investment,debit,Mutual Fund SIP,Bank Transfer,True,Mutual Fund SIP
TXN002249,U001,2023-07-06,2023,7,463.44,Dining,debit,McDonald's,UPI,False,Zomato
TXN002250,U001,2023-07-07,2023,7,1207.96,Entertainment,debit,Gaming,Credit Card,False,Netflix
TXN002251,U001,2023-07-08,2023,7,1312.26,Entertainment,debit,Spotify,Credit Card,False,Spotify
TXN002252,U001,2023-07-09,2023,7,2917.19,Groceries,debit,Reliance Fresh,Credit Card,False,DMart
TXN002253,U001,2023-07-09,2023,7,1001.3,Transport,debit,Metro Card,Credit Card,False,Auto
TXN002254,U001,2023-07-10,2023,7,509.28,Transport,debit,Auto,Debit Card,False,Metro Card
TXN002255,U001,2023-07-11,2023,7,1633.0,Dining,debit,Swiggy,Debit Card,False,Cafe
TXN002256,U001,2023-07-12,2023,7,2537.57,Groceries,debit,BigBasket,Cash,False,BigBasket
TXN002257,U001,2023-07-12,2023,7,427.3,Transport,debit,Metro Card,UPI,False,Auto
TXN002258,U001,2023-07-13,2023,7,1999.29,Dining,debit,Zomato,Debit Card,False,Cafe
TXN002259,U001,2023-07-14,2023,7,1259.47,Dining,debit,Swiggy,Debit Card,False,Zomato
TXN002260,U001,2023-07-14,2023,7,2246.63,Healthcare,debit,Hospital,Cash,False,Doctor Consultation
TXN002261,U001,2023-07-15,2023,7,3783.89,Travel,debit,IndiGo,Credit Card,False,Indian Railways
TXN002262,U001,2023-07-15,2023,7,19382.29,Rent,debit,Monthly Rent,Cash,True,Monthly Rent
TXN002263,U001,2023-07-16,2023,7,786.35,Dining,debit,Local Restaurant,Cash,False,Cafe
TXN002264,U001,2023-07-16,2023,7,952.19,Transport,debit,Petrol,Cash,False,Petrol
TXN002265,U001,2023-07-18,2023,7,1323.04,Groceries,debit,Reliance Fresh,Cash,False,BigBasket
TXN002266,U001,2023-07-18,2023,7,1708.54,Dining,debit,Local Restaurant,Credit Card,False,Zomato
TXN002267,U001,2023-07-19,2023,7,1516.99,Entertainment,debit,Amazon Prime,UPI,False,BookMyShow
TXN002268,U001,2023-07-20,2023,7,810.13,Groceries,debit,Local Kirana,Cash,False,BigBasket
TXN002269,U001,2023-07-20,2023,7,374.07,Dining,debit,Swiggy,Credit Card,False,McDonald's
TXN002270,U001,2023-07-20,2023,7,968.9,Entertainment,debit,Gaming,UPI,False,Spotify
TXN002271,U001,2023-07-21,2023,7,1751.59,Dining,debit,McDonald's,UPI,False,Swiggy
TXN002272,U001,2023-07-21,2023,7,507.06,Entertainment,debit,Amazon Prime,Cash,False,Netflix
TXN002273,U001,2023-07-21,2023,7,1464.1,Transport,debit,Parking,UPI,False,Parking
TXN002274,U001,2023-07-22,2023,7,821.89,Transport,debit,Auto,Debit Card,False,Petrol
TXN002275,U001,2023-07-23,2023,7,2007.89,Groceries,debit,More Supermarket,Credit Card,False,DMart
TXN002276,U001,2023-07-23,2023,7,3504.07,Dining,debit,Zomato,Cash,False,McDonald's
TXN002277,U001,2023-07-23,2023,7,3732.32,Shopping,debit,Amazon,UPI,False,Myntra
TXN002278,U001,2023-07-24,2023,7,1683.14,Healthcare,debit,Lab Tests,Cash,False,Doctor Consultation
TXN002279,U001,2023-07-24,2023,7,831.12,Transport,debit,Auto,Credit Card,False,Parking
TXN002280,U001,2023-07-26,2023,7,2003.85,Shopping,debit,Local Mall,Debit Card,False,Myntra
TXN002281,U001,2023-07-26,2023,7,6796.8,Insurance,debit,Health Insurance,Cash,True,Life Insurance
TXN002282,U001,2023-07-28,2023,7,1855.12,Transport,debit,Petrol,Cash,False,Auto
TXN002283,U001,2023-07-30,2023,7,496.48,Transport,debit,Petrol,Debit Card,False,Metro Card
TXN002284,U001,2023-07-30,2023,7,1012.7,Subscriptions,debit,Gym Membership,Cash,True,Magazine
TXN002285,U001,2023-07-31,2023,7,2216.19,Groceries,debit,Local Kirana,Debit Card,False,Reliance Fresh
TXN002286,U001,2023-08-01,2023,8,55000.0,Salary,credit,Monthly Salary Credit,Bank Transfer,True,Employer
TXN002287,U001,2023-08-01,2023,8,1230.59,Transport,debit,Petrol,UPI,False,Metro Card
TXN002288,U001,2023-08-02,2023,8,556.57,Dining,debit,Cafe,Debit Card,False,Cafe
TXN002289,U001,2023-08-03,2023,8,1821.23,Dining,debit,Zomato,Cash,False,Local Restaurant
TXN002290,U001,2023-08-03,2023,8,733.58,Entertainment,debit,Amazon Prime,UPI,False,Gaming
TXN002291,U001,2023-08-03,2023,8,1457.43,Subscriptions,debit,Cloud Storage,Debit Card,True,Magazine
TXN002292,U001,2023-08-05,2023,8,1883.38,Dining,debit,Domino's,Cash,False,Swiggy
TXN002293,U001,2023-08-05,2023,8,463.73,Entertainment,debit,Netflix,Cash,False,BookMyShow
TXN002294,U001,2023-08-05,2023,8,1040.1,Transport,debit,Parking,UPI,False,Metro Card
TXN002295,U001,2023-08-05,2023,8,6361.84,Investment,debit,PPF,Bank Transfer,True,PPF
TXN002296,U001,2023-08-05,2023,8,6861.53,Investment,debit,PPF,Bank Transfer,True,PPF
TXN002297,U001,2023-08-05,2023,8,6233.47,Investment,debit,Mutual Fund SIP,Bank Transfer,True,Mutual Fund SIP
TXN002298,U001,2023-08-06,2023,8,14365.96,Rent,debit,Monthly Rent,UPI,True,Monthly Rent
TXN002299,U001,2023-08-07,2023,8,1159.82,Dining,debit,Zomato,Debit Card,False,Cafe
TXN002300,U001,2023-08-07,2023,8,1555.2,Healthcare,debit,Lab Tests,Cash,False,Doctor Consultation
TXN002301,U001,2023-08-07,2023,8,1555.4,Shopping,debit,Flipkart,Debit Card,False,Nike Store
TXN002302,U001,2023-08-08,2023,8,1722.32,Groceries,debit,DMart,UPI,False,More Supermarket
TXN002303,U001,2023-08-08,2023,8,2346.87,Dining,debit,Cafe,Debit Card,False,Local Restaurant
TXN002304,U001,2023-08-09,2023,8,2124.79,Dining,debit,Local Restaurant,Cash,False,Domino's
TXN002305,U001,2023-08-09,2023,8,2136.49,Entertainment,debit,Amazon Prime,Cash,False,Spotify
TXN002306,U001,2023-08-09,2023,8,3292.68,Shopping,debit,Nike Store,UPI,False,Myntra
TXN002307,U001,2023-08-09,2023,8,1912.27,Subscriptions,debit,Gym Membership,UPI,True,Magazine
TXN002308,U001,2023-08-10,2023,8,3325.92,Bills,debit,Gas Bill,UPI,True,Electricity Bill
TXN002309,U001,2023-08-11,2023,8,1268.41,Dining,debit,Zomato,Debit Card,False,Domino's
TXN002310,U001,2023-08-11,2023,8,847.62,Transport,debit,Metro Card,Cash,False,Auto
TXN002311,U001,2023-08-14,2023,8,7774.29,Shopping,debit,Flipkart,Credit Card,False,Local Mall
TXN002312,U001,2023-08-15,2023,8,1936.33,Groceries,debit,BigBasket,Debit Card,False,BigBasket
TXN002313,U001,2023-08-15,2023,8,2277.2,Dining,debit,Cafe,UPI,False,Domino's
TXN002314,U001,2023-08-16,2023,8,1819.25,Dining,debit,Zomato,Debit Card,False,Cafe
TXN002315,U001,2023-08-16,2023,8,4061.07,Healthcare,debit,Hospital,Debit Card,False,Lab Tests
TXN002316,U001,2023-08-16,2023,8,15256.69,Rent,debit,Monthly Rent,Credit Card,True,Monthly Rent
TXN002317,U001,2023-08-17,2023,8,2313.08,Travel,debit,IndiGo,UPI,False,Uber
TXN002318,U001,2023-08-17,2023,8,1899.63,Entertainment,debit,Netflix,UPI,False,Amazon Prime
TXN002319,U001,2023-08-17,2023,8,2027.63,Transport,debit,Metro Card,UPI,False,Auto
TXN002320,U001,2023-08-18,2023,8,1377.36,Dining,debit,Swiggy,Debit Card,False,McDonald's
TXN002321,U001,2023-08-18,2023,8,2497.35,Education,debit,Books,Credit Card,False,Books
TXN002322,U001,2023-08-18,2023,8,2780.86,Healthcare,debit,Pharmacy,Debit Card,False,Pharmacy
TXN002323,U001,2023-08-19,2023,8,1284.6,Dining,debit,Local Restaurant,Credit Card,False,Local Restaurant
TXN002324,U001,2023-08-20,2023,8,4173.4,Healthcare,debit,Pharmacy,Credit Card,False,Hospital
TXN002325,U001,2023-08-20,2023,8,1241.45,Transport,debit,Metro Card,Debit Card,False,Petrol
TXN002326,U001,2023-08-21,2023,8,2653.01,Entertainment,debit,Spotify,UPI,False,BookMyShow
TXN002327,U001,2023-08-22,2023,8,2239.91,Groceries,debit,Local Kirana,Credit Card,False,BigBasket
TXN002328,U001,2023-08-23,2023,8,1132.51,Dining,debit,Swiggy,UPI,False,Local Restaurant
TXN002329,U001,2023-08-24,2023,8,3796.16,Healthcare,debit,Doctor Consultation,Debit Card,False,Doctor Consultation
TXN002330,U001,2023-08-24,2023,8,656.27,Transport,debit,Auto,Cash,False,Auto
TXN002331,U001,2023-08-25,2023,8,1514.7,Transport,debit,Auto,UPI,False,Auto
TXN002332,U001,2023-08-26,2023,8,2243.6,Groceries,debit,BigBasket,Debit Card,False,More Supermarket
TXN002333,U001,2023-08-27,2023,8,1259.21,Groceries,debit,More Supermarket,Cash,False,More Supermarket
TXN002334,U001,2023-08-27,2023,8,2844.01,Shopping,debit,Flipkart,Credit Card,False,Local Mall
TXN002335,U001,2023-08-27,2023,8,1039.18,Transport,debit,Metro Card,Cash,False,Parking
TXN002336,U001,2023-08-28,2023,8,1814.36,Dining,debit,Swiggy,UPI,False,McDonald's
TXN002337,U001,2023-08-28,2023,8,1008.39,Entertainment,debit,Spotify,Credit Card,False,BookMyShow
TXN002338,U001,2023-08-28,2023,8,1692.66,Shopping,debit,Amazon,Debit Card,False,Local Mall
TXN002339,U001,2023-08-28,2023,8,16327.02,Rent,debit,Monthly Rent,Cash,True,Monthly Rent
TXN002340,U001,2023-08-29,2023,8,3345.77,Dining,debit,Zomato,Cash,False,McDonald's
TXN002341,U001,2023-08-29,2023,8,3042.01,Bills,debit,Water Bill,UPI,True,Water Bill
TXN002342,U001,2023-08-29,2023,8,24902.19,Rent,debit,Monthly Rent,Cash,True,Monthly Rent
TXN002343,U001,2023-08-30,2023,8,2687.27,Dining,debit,Cafe,Debit Card,False,Cafe
TXN002344,U001,2023-08-30,2023,8,1292.14,Transport,debit,Petrol,UPI,False,Parking
TXN002345,U001,2023-08-30,2023,8,22269.91,Rent,debit,Monthly Rent,Credit Card,True,Monthly Rent
TXN002346,U001,2023-08-31,2023,8,1548.85,Groceries,debit,More Supermarket,Credit Card,False,DMart
TXN002347,U001,2023-08-31,2023,8,1318.12,Dining,debit,Domino's,Debit Card,False,Cafe
TXN002348,U001,2023-09-01,2023,9,55000.0,Salary,credit,Monthly Salary Credit,Bank Transfer,True,Employer
TXN002349,U001,2023-09-01,2023,9,1157.91,Dining,debit,McDonald's,UPI,False,Domino's
TXN002350,U001,2023-09-01,2023,9,2910.5,Entertainment,debit,Amazon Prime,Cash,False,Netflix
TXN002351,U001,2023-09-01,2023,9,2001.36,Education,debit,Course Fee,Cash,False,Books
TXN002352,U001,2023-09-02,2023,9,2478.12,Transport,debit,Petrol,Credit Card,False,Parking
TXN002353,U001,2023-09-02,2023,9,19230.41,Rent,debit,Monthly Rent,UPI,True,Monthly Rent
